d2024-12-30 13:34:27,330 - resnet_50 - INFO - Training - Epoch: 5, Batch: [3328/10010], Loss: 4.0317, Accuracy: 21.18%, LR: 0.001000
2024-12-31 04:05:36,728 - resnet_50 - INFO - Training - Epoch: 9, Batch: [5888/10010], Loss: 3.3104, Accuracy: 31.83%, LR: 0.001000
2024-12-31 04:08:12,044 - resnet_50 - INFO - Training - Epoch: 9, Batch: [6016/10010], Loss: 3.3100, Accuracy: 31.83%, LR: 0.001000
2024-12-31 04:10:47,364 - resnet_50 - INFO - Training - Epoch: 9, Batch: [6144/10010], Loss: 3.3095, Accuracy: 31.83%, LR: 0.001000
2024-12-31 04:13:22,698 - resnet_50 - INFO - Training - Epoch: 9, Batch: [6272/10010], Loss: 3.3089, Accuracy: 31.84%, LR: 0.001000
2024-12-31 04:15:58,010 - resnet_50 - INFO - Training - Epoch: 9, Batch: [6400/10010], Loss: 3.3085, Accuracy: 31.84%, LR: 0.001000
2024-12-31 04:18:33,307 - resnet_50 - INFO - Training - Epoch: 9, Batch: [6528/10010], Loss: 3.3081, Accuracy: 31.85%, LR: 0.001000
2024-12-31 04:21:08,617 - resnet_50 - INFO - Training - Epoch: 9, Batch: [6656/10010], Loss: 3.3076, Accuracy: 31.85%, LR: 0.001000
2024-12-31 04:23:43,958 - resnet_50 - INFO - Training - Epoch: 9, Batch: [6784/10010], Loss: 3.3069, Accuracy: 31.87%, LR: 0.001000
2024-12-31 04:26:19,291 - resnet_50 - INFO - Training - Epoch: 9, Batch: [6912/10010], Loss: 3.3060, Accuracy: 31.88%, LR: 0.001000
2024-12-31 04:28:54,596 - resnet_50 - INFO - Training - Epoch: 9, Batch: [7040/10010], Loss: 3.3058, Accuracy: 31.88%, LR: 0.001000
2024-12-31 04:31:29,900 - resnet_50 - INFO - Training - Epoch: 9, Batch: [7168/10010], Loss: 3.3048, Accuracy: 31.90%, LR: 0.001000
2024-12-31 04:34:05,230 - resnet_50 - INFO - Training - Epoch: 9, Batch: [7296/10010], Loss: 3.3040, Accuracy: 31.92%, LR: 0.001000
2024-12-31 04:36:40,580 - resnet_50 - INFO - Training - Epoch: 9, Batch: [7424/10010], Loss: 3.3036, Accuracy: 31.92%, LR: 0.001000
2024-12-31 04:39:15,905 - resnet_50 - INFO - Training - Epoch: 9, Batch: [7552/10010], Loss: 3.3029, Accuracy: 31.93%, LR: 0.001000
2024-12-31 04:41:51,248 - resnet_50 - INFO - Training - Epoch: 9, Batch: [7680/10010], Loss: 3.3024, Accuracy: 31.94%, LR: 0.001000
2024-12-31 04:44:26,612 - resnet_50 - INFO - Training - Epoch: 9, Batch: [7808/10010], Loss: 3.3015, Accuracy: 31.95%, LR: 0.001000
2024-12-31 04:47:01,940 - resnet_50 - INFO - Training - Epoch: 9, Batch: [7936/10010], Loss: 3.3009, Accuracy: 31.96%, LR: 0.001000
2024-12-31 04:49:37,281 - resnet_50 - INFO - Training - Epoch: 9, Batch: [8064/10010], Loss: 3.3001, Accuracy: 31.97%, LR: 0.001000
2024-12-31 04:52:12,608 - resnet_50 - INFO - Training - Epoch: 9, Batch: [8192/10010], Loss: 3.2994, Accuracy: 31.99%, LR: 0.001000
2024-12-31 04:54:47,932 - resnet_50 - INFO - Training - Epoch: 9, Batch: [8320/10010], Loss: 3.2987, Accuracy: 32.00%, LR: 0.001000
2024-12-31 04:57:23,270 - resnet_50 - INFO - Training - Epoch: 9, Batch: [8448/10010], Loss: 3.2982, Accuracy: 32.01%, LR: 0.001000
2024-12-31 04:59:58,572 - resnet_50 - INFO - Training - Epoch: 9, Batch: [8576/10010], Loss: 3.2979, Accuracy: 32.02%, LR: 0.001000
2024-12-31 05:02:33,935 - resnet_50 - INFO - Training - Epoch: 9, Batch: [8704/10010], Loss: 3.2969, Accuracy: 32.03%, LR: 0.001000
2024-12-31 05:05:09,269 - resnet_50 - INFO - Training - Epoch: 9, Batch: [8832/10010], Loss: 3.2959, Accuracy: 32.05%, LR: 0.001000
2024-12-31 05:07:44,575 - resnet_50 - INFO - Training - Epoch: 9, Batch: [8960/10010], Loss: 3.2953, Accuracy: 32.07%, LR: 0.001000
2024-12-31 05:10:19,927 - resnet_50 - INFO - Training - Epoch: 9, Batch: [9088/10010], Loss: 3.2947, Accuracy: 32.07%, LR: 0.001000
2024-12-31 05:12:55,255 - resnet_50 - INFO - Training - Epoch: 9, Batch: [9216/10010], Loss: 3.2937, Accuracy: 32.09%, LR: 0.001000
2024-12-31 05:15:30,586 - resnet_50 - INFO - Training - Epoch: 9, Batch: [9344/10010], Loss: 3.2930, Accuracy: 32.10%, LR: 0.001000
2024-12-31 05:18:05,957 - resnet_50 - INFO - Training - Epoch: 9, Batch: [9472/10010], Loss: 3.2923, Accuracy: 32.11%, LR: 0.001000
2024-12-31 05:20:41,307 - resnet_50 - INFO - Training - Epoch: 9, Batch: [9600/10010], Loss: 3.2912, Accuracy: 32.12%, LR: 0.001000
2024-12-31 05:23:16,637 - resnet_50 - INFO - Training - Epoch: 9, Batch: [9728/10010], Loss: 3.2905, Accuracy: 32.13%, LR: 0.001000
2024-12-31 05:25:51,986 - resnet_50 - INFO - Training - Epoch: 9, Batch: [9856/10010], Loss: 3.2901, Accuracy: 32.15%, LR: 0.001000
2024-12-31 05:28:27,467 - resnet_50 - INFO - Training - Epoch: 9, Batch: [9984/10010], Loss: 3.2894, Accuracy: 32.15%, LR: 0.001000
2024-12-31 05:28:56,932 - resnet_50 - INFO - Epoch 9 Summary - Training Loss: 3.2895, Training Accuracy: 32.15%, Time: 12148.31s
2024-12-31 05:28:57,171 - resnet_50 - INFO - Checkpoint saved - Epoch: 9, Path: checkpoints/resnet_50/model_9.pth
2024-12-31 05:31:19,033 - resnet_50 - INFO - Validation - Epoch: 10, Loss: 2.9493, Accuracy: 36.72%, Top-5 Accuracy: 62.28%
2024-12-31 05:31:22,047 - resnet_50 - INFO - Training - Epoch: 10, Batch: [0/10010], Loss: 3.2025, Accuracy: 40.62%, LR: 0.001000
2024-12-31 05:33:57,324 - resnet_50 - INFO - Training - Epoch: 10, Batch: [128/10010], Loss: 3.1960, Accuracy: 33.11%, LR: 0.001000
